nombre_instalacion,direccion,ciudad,codigo_postal,telefono,horario_apertura,horario_cierre,capacidad_maxima,tipo_instalacion,fecha_inauguracion
BLANCHFIELD ARMY COMMUNITY HOSPITAL,24956 Schmedeman Way,Tagbina,8308,593-200-6831,2:41 PM,7:28 PM,1618,gimnasio,12/24/1980
MIAMI CARE MEDICAL CENTER,73 Oneill Junction,Naikolan,,394-868-5398,4:58 PM,5:40 AM,7810,piscina,6/14/1915
MERCY MEDICAL CENTER,87061 Mosinee Pass,Quankou,,585-560-0078,9:04 AM,5:36 AM,362,gimnasio,5/13/1958
VHS CHILDRENS HOSPITAL OF MICHIGAN INC,248 Stang Point,Shuiyuesi,,203-345-1115,3:12 AM,4:35 AM,4727,piscina,10/25/2022
KITTITAS COUNTY PUBLIC HOSPITAL DIST 1,4 Troy Hill,Ängelholm,262 65,208-312-2198,2:20 AM,11:24 AM,4917,campo deportivo,5/23/1920
VA MEDICAL CENTER,49868 Mcguire Alley,Xitan,,186-934-8629,7:33 AM,5:27 PM,7565,campo deportivo,2/1/1969
REEVES COUNTY HOSPITAL DISTRICT,0 Barby Crossing,Uyo,,718-525-6664,5:22 PM,10:31 PM,1800,piscina,8/9/1907
"OSCAR MEDICAL CENTER, INC",4453 Center Trail,Vikhorevka,665770,748-580-2397,6:33 PM,5:19 AM,19,piscina,9/13/1923
KINGS COUNTY HOSPITAL,0840 Porter Drive,At Taḩālif,,759-911-3215,5:26 PM,4:59 PM,9956,campo deportivo,11/30/1949
QUITMAN COMMUNITY HOSPITAL,8886 Vernon Lane,Lyasny,,858-664-4238,7:27 PM,5:40 PM,3619,campo deportivo,9/1/2012
ST MARY MERCY HOSPITAL,56 Holy Cross Crossing,Runka,,593-827-3878,11:35 AM,7:54 AM,733,gimnasio,6/9/1916
"BON SECOURS-ST. MARY'S HOSPITAL OF RICHMOND, INC.",321 Namekagon Avenue,Sandao,,581-391-5216,9:48 AM,7:21 AM,8813,gimnasio,4/9/2016
FAMILY MEDICAL CENTER,7 American Terrace,Sipirok,,565-845-7714,9:55 AM,3:00 AM,386,gimnasio,6/26/1960
"HOSPITAL SPECIALISTS OF DUBLIN, PC",8976 Golf Alley,Azilal,,755-126-0775,1:47 AM,10:00 AM,3920,gimnasio,5/6/1989
"CROCKETT MEDICAL CENTER, LLC",0 Brickson Park Lane,Dongting,,207-929-7005,7:32 PM,12:29 PM,446,campo deportivo,1/25/1999
"HOSPITAL SPECIALISTS OF DUBLIN, PC",5 Sachs Park,Miramichi,L7G,952-714-0526,5:12 AM,11:06 AM,9178,campo deportivo,4/3/2013
MARLETTE REGIONAL HOSPITAL,6 Randy Plaza,Nieuw Nickerie,,120-478-5227,6:02 AM,11:14 PM,6436,piscina,12/8/2019
SINAI HOSPITAL OF BALTIMORE INC,2782 Arkansas Street,Lipovljani,44322,532-891-9294,9:51 PM,11:27 PM,1604,gimnasio,4/29/1944
"WESTERN MOUNTAIN MEDICAL CENTER, PC",529 Straubel Circle,La Oroya,,362-375-9721,9:28 AM,7:57 AM,6017,piscina,12/26/1994
MONTPELLIER MEDICAL CENTER INC,69 Gulseth Way,Tahara,879-7305,128-285-4661,2:06 PM,10:06 AM,7476,campo deportivo,3/27/2008
WINNIE-STOWELL HOSPITAL DISTRICT,9 Moland Parkway,Linëvo,633216,117-909-7843,6:01 AM,9:02 AM,2179,gimnasio,2/8/1904
HAMILTON MEDICAL CENTER INC,24143 Stang Plaza,Żarów,58-130,105-101-6152,4:34 AM,3:14 PM,8679,piscina,11/13/1986
LESTER E COX MEDICAL CENTERS,3 Anhalt Center,Meshcherino,142855,861-744-1885,4:34 AM,7:18 PM,4208,campo deportivo,1/23/1968
"BIG CREEK SURGICAL HOSPITAL, LLC",979 Haas Hill,"Palmas De Gran Canaria, Las",35015,945-795-9525,1:04 AM,8:15 PM,5159,piscina,4/10/1920
CAMPBELLTON-GRACEVILLE HOSPITAL,2 Heath Lane,Tianfen,,100-951-8038,11:29 AM,7:27 PM,9337,campo deportivo,2/14/2011
WINNIE-STOWELL HOSPITAL DISTRICT,238 Sunbrook Street,Cabittaogan,2727,273-714-0686,7:15 PM,1:58 PM,2119,piscina,8/4/2012
SPARROW IONIA HOSPITAL,2648 Dunning Alley,Turangi,3382,100-864-0449,5:57 AM,8:00 AM,8758,gimnasio,10/27/1917
ST LUKES REGIONAL MEDICAL CENTER,9 Rowland Street,Koga,869-0233,810-380-5156,1:12 AM,12:59 AM,7770,campo deportivo,1/12/2002
BELLAVISTA MEDICAL CENTER PLLC,344 Anhalt Point,Ganjiachang,,833-217-0646,3:46 PM,6:28 PM,1259,campo deportivo,9/2/1982
"GRUPO MEDICO HOSPITAL DAMAS, INC.",30605 Anhalt Point,Puerto Cisnes,,640-600-6341,10:32 PM,2:32 PM,4467,campo deportivo,10/1/1960
ASCENSION BORGESS ALLEGAN HOSPITAL,09506 Tomscot Parkway,Barinitas,,478-611-7924,9:32 PM,5:13 PM,9324,campo deportivo,6/24/1950
FLORIDIAN MEDICAL CENTER CORP,4 Dapin Avenue,Krajanjugosari,,296-397-6236,10:21 PM,2:18 PM,4495,gimnasio,9/3/1941
GARNET HEALTH MEDICAL CENTER CATSKILLS,42 Acker Alley,Saint-Jouan-des-Guérets,35435 CEDEX,299-683-6185,5:54 AM,11:14 AM,9416,gimnasio,11/29/1977
ST LUKES REGIONAL MEDICAL CENTER,6676 8th Avenue,Liperi,83101,122-285-5209,6:17 AM,11:02 PM,1057,gimnasio,
BEXAR COUNTY HOSPITAL DISTRICT,584 Westridge Trail,Berlin,14199,129-152-7918,3:59 AM,12:38 AM,3395,gimnasio,12/30/1940
"FORT DEFIANCE INDIAN HOSPITAL BOARD, INC.",26 Crescent Oaks Center,Irará,44255-000,346-266-7260,9:59 PM,8:51 AM,4116,gimnasio,12/6/1964
"CALDWELL MEMORIAL HOSPITAL, INC.",32207 Melby Junction,Randu,,209-274-1721,9:37 PM,5:48 PM,4704,campo deportivo,6/25/1954
VITAL HEALTH MEDICAL CENTER INC,0245 Kingsford Drive,Jianxin,,848-863-6614,10:12 PM,11:48 AM,7716,campo deportivo,12/4/1993
HUNTSVILLE HOSPITAL LUNG CENTER,525 Pennsylvania Plaza,Butha-Buthe,,878-339-0137,8:42 PM,6:46 AM,1553,piscina,4/11/2012
DUKE UNIVERSITY HOSPITAL,94 Autumn Leaf Avenue,Pamakayo,,138-414-7619,11:25 PM,11:38 AM,,campo deportivo,8/16/1969
LITTLE COMPANY OF MARY HOSPITAL OF INDIANA INC,584 Sutherland Alley,Fazenda de Santa Cruz,9970-244,941-844-5649,2:21 PM,3:48 AM,8224,campo deportivo,11/17/2002
UVALDE COUNTY HOSPITAL AUTHORITY,81 Northfield Park,Magok,,635-271-5962,8:38 PM,12:18 AM,2201,piscina,8/15/1934
WEST WHARTON COUNTY HOSPITAL DISTRICT,50811 Larry Place,Puerto Varas,,331-884-7660,1:02 PM,3:28 AM,1946,piscina,
UNION MEDICAL CENTER LLC,09925 Almo Avenue,Borlänge,781 81,470-679-2878,5:41 PM,3:22 AM,9799,gimnasio,7/23/1928
TITUSVILLE AREA HOSPITAL,7783 Fallview Terrace,Tuy Phước,,872-758-9362,3:35 AM,1:40 AM,991,campo deportivo,1/8/1973
"GREEN COUNTRY HOSPITALISTS, PC",07 Bunting Circle,Souflí,,706-340-0231,5:41 AM,9:42 PM,9028,gimnasio,12/3/1991
CHARTERCARE ROGER WILLIAMS MEDICAL CENTER,61548 Bluestem Point,Faaone,,521-284-2656,4:24 PM,1:25 PM,6593,gimnasio,2/24/1970
CARL R. DARNALL ARMY MEDICAL CENTER,5856 Morningstar Crossing,Vyshneve,,556-902-7035,6:48 AM,1:52 PM,3861,campo deportivo,11/5/1961
HUGGINS HOSPITAL,6829 Vernon Street,Mapou,,129-151-8919,5:36 PM,6:46 AM,4512,gimnasio,8/23/2017
"UPPER CHESAPEAKE MEDICAL CENTER, INC.",16088 Menomonie Circle,Katwijk,2228,243-299-6322,11:26 AM,2:04 AM,5463,piscina,2/20/1914
"IBE MEDICAL CENTER, INC.",32 Anderson Terrace,Masis,,650-181-2172,4:28 PM,12:03 PM,4399,piscina,12/29/1914
RUSH UNIVERSITY MEDICAL CENTER,082 John Wall Alley,Nowshera,43261,318-915-6064,1:10 PM,9:19 PM,3860,campo deportivo,5/22/1949
VALLEY VIEW HOSPITAL ASSOCIATION,450 Golf Drive,Xinshi,,254-497-9589,11:24 AM,4:10 AM,1263,gimnasio,4/5/1930
TRANSIMAGING DIAGNOSTIC MEDICAL CENTER CORP.,3 Shasta Place,Yelan’,396647,421-781-4808,6:09 PM,10:57 AM,7028,piscina,3/29/2007
CHICAGO UPTOWN MEDICAL CENTER,8 Annamark Drive,Guanchao,,135-487-2556,8:32 AM,10:21 AM,7930,piscina,5/26/1907
TIFT REGIONAL MEDICAL CENTER,038 Eagle Crest Way,Qiubin,,508-722-8871,9:47 AM,11:56 PM,1785,campo deportivo,12/10/1969
PEDIATRIC AND FAMILY MEDICAL CENTER,95851 South Trail,Babahoyo,,737-729-1679,5:56 PM,7:46 AM,8163,gimnasio,9/15/1910
HOHNEMANN UNIVERSITY HOSPITAL,8 Porter Point,Fort Pierce,34981,772-508-6650,3:16 PM,2:25 AM,5822,campo deportivo,6/9/1908
MURPHY MEDICAL CENTER INC,7 Beilfuss Trail,Zhufo,,506-630-8770,7:36 PM,4:10 AM,9248,gimnasio,5/2/1932
OLYMPUS MEDICAL CENTER INC,2 Shoshone Circle,Ramana,,689-895-0070,2:10 AM,4:11 PM,7491,piscina,6/23/1943
UNIVERSITY OF COLORADO HOSPITAL AUTHORITY,192 Transport Road,Gandoang,,294-562-4140,7:39 AM,10:36 AM,3067,piscina,8/16/1965
"SINAI HOSPITAL OF BALTIMORE, INC",7301 Tennyson Hill,Lolotique,,780-689-5610,3:18 AM,2:56 PM,5886,gimnasio,11/29/1935
MOUNT SINAI HOSPITAL MEDICAL CENTER,3351 Thompson Court,Kiarajangkung,,275-959-0488,7:55 PM,4:30 AM,3621,gimnasio,1/26/1904
BETHANY MEDICAL CENTER INC,14208 Arizona Drive,Villach,9580,892-276-3102,8:55 PM,12:19 PM,4879,gimnasio,11/7/2017
"FAIRWAY MEDICAL CENTER, LLC",65044 Vera Terrace,Lianyuan,,854-328-1704,6:12 PM,1:58 AM,2240,campo deportivo,3/29/1951
SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER,50 Ridgeway Junction,Malaba,,118-900-8259,8:29 PM,6:07 PM,,gimnasio,12/10/1971
SOUTHERN MONTEREY COUNTY MEMORIAL HOSPITAL,976 Montana Circle,Quipot,5014,772-213-6617,1:36 AM,9:02 AM,4939,campo deportivo,5/29/1916
GRANDA MEDICAL CENTER,41960 Nelson Terrace,Erlangkou,,771-745-7227,3:33 PM,8:55 PM,3259,campo deportivo,2/15/2018
PHOEBE PUTNEY MEMORIAL HOSPITAL,50679 Coolidge Avenue,Taytayan,6204,383-478-8498,8:33 AM,1:25 AM,8755,campo deportivo,3/26/1946
GREAT HEALTH MEDICAL CENTER INC,040 Corben Crossing,Dordrecht,3309,142-817-0712,9:28 AM,11:54 AM,641,piscina,8/15/1959
BOSTON MEDICAL CENTER,5554 Novick Court,Starcevica,,755-639-8009,4:57 PM,10:28 PM,7449,gimnasio,5/18/1931
MOREHOUSE PARISH HOSPITAL SERVICE DISTRICT 1,86668 Manufacturers Alley,Leone,96799,905-610-7378,8:28 AM,2:15 PM,8371,campo deportivo,1/20/1941
GATEWAYS HOSPITAL,482 Buhler Way,Benešov nad Ploučnicí,407 22,121-184-8188,10:07 AM,2:34 PM,8019,campo deportivo,8/1/2003
ASHLAND HOSPITAL COPORATION,9904 Clove Alley,Krajan,,274-448-8565,9:27 AM,2:57 AM,3573,campo deportivo,4/1/1909
WINNIE COMMUNITY HOSPITAL LLC,712 Badeau Crossing,Kedungbanteng Krajan,,105-151-5052,9:49 PM,12:44 AM,9552,piscina,3/25/1990
SAINT LUKE'S NORTH HOSPITAL,81 Chive Trail,Los Pinos,36780,659-376-5384,12:01 PM,6:23 AM,3111,gimnasio,11/30/1936
ST LUKES REGIONAL MEDICAL CENTER,486 Vera Court,Rosa Zarate,,987-983-9513,2:22 PM,1:13 AM,2495,gimnasio,9/6/1979
WALER REED ARMY MEDICAL CENTER,49245 Mesta Point,Hujigou,,888-410-7749,1:47 AM,11:26 AM,7876,piscina,1/7/1970
LESTER E COX MEDICAL CENTERS,32767 Manitowish Pass,Kabac,6052,908-261-1602,10:50 PM,11:25 PM,776,piscina,8/13/1969
EISENHOWER MEDICAL CENTER,5 Jackson Way,Langley,SG4,186-902-6115,2:54 PM,2:48 AM,7501,campo deportivo,7/14/1923
"RUTLAND HOSPITAL, INC.",42 Florence Trail,El Paso,88519,915-281-1470,2:34 AM,3:15 AM,,gimnasio,9/2/1986
"HOSPITALIST MEDICINE PHYSICIANS OF VERMONT-TCG, LLC",5 Vera Hill,Chenzhouzhai,,124-559-1932,11:02 AM,3:24 PM,8713,piscina,10/6/1935
"WAIANAE DISTRICT COMPREHENSIVE HEALTH AND HOSPITAL BOARD, INCORPORATED",,El Águila,762008,958-130-3411,3:15 PM,7:56 PM,,campo deportivo,4/6/1981
HENDRICK MEDICAL CENTER,34919 Carioca Point,Huajie,,626-152-5352,5:35 AM,12:22 AM,5536,gimnasio,12/4/1931
MECOSTA COUNTY MEDICAL CENTER,1770 Bartillon Trail,Somba,,401-484-0825,12:19 PM,2:37 AM,3131,campo deportivo,2/2/1949
LEHIGH VALLY HOSPITAL,3 Mayer Place,Barueri,06400-000,496-930-2772,3:13 AM,5:41 AM,3873,campo deportivo,9/29/1926
MAHASKA COUNTY HOSPITAL,,Tatrang,,960-699-7796,8:36 AM,7:06 AM,3557,campo deportivo,3/9/1908
PINNACLE MEDICAL CENTER,0454 West Lane,Xinhua,,401-907-7955,12:42 PM,5:02 PM,4076,campo deportivo,1/16/1914
LUMOS MEDICAL CENTER LLC,36 Duke Street,Alvarães,69475-000,738-678-3467,10:16 AM,11:11 AM,8245,piscina,12/6/2011
ADVOCATE HEALTH AND HOSPITALS CORPORATION,9378 Petterle Avenue,Xinle,,469-781-3811,2:50 PM,9:59 AM,9589,piscina,1/23/1961
SCOTT & WHITE MEMORIAL HOSPITAL,9 International Terrace,Salvacion,1114,646-820-5960,4:25 AM,6:40 AM,7536,gimnasio,11/12/1979
MARY IMNOGENE BASSETT HOSPITAL,23718 Knutson Plaza,Dahuaishu,,510-353-0023,2:40 PM,1:40 PM,1498,gimnasio,2/1/1973
WELLMONT HAWKINS COUNTY MEMORIAL HOSPITAL INC.,39661 Bay Pass,Date,949-8522,532-842-8882,12:03 PM,4:15 AM,2520,campo deportivo,1/26/1980
MENON MEDICAL CENTER LLC,57 Menomonie Road,Lamarosa,3025-389,447-592-7968,1:41 PM,7:47 PM,1384,campo deportivo,
"ALIVIO MEDICAL CENTER, INC.",5 Warner Hill,Thành Phố Nam Định,,395-508-4043,9:05 AM,4:49 AM,938,piscina,6/28/1966
DECATUR GENERAL HOSPITAL,29132 Sugar Plaza,Saint-Tite,G8B,624-176-3596,6:15 PM,4:14 PM,7463,gimnasio,7/13/1937
FREDERICK HEALTH HOSPITAL INC,70 Mayer Crossing,Annecy-le-Vieux,74944 CEDEX,824-791-7229,6:14 AM,3:08 AM,7385,gimnasio,10/22/1931
SHELBYVILLE HOSPITAL COMPANY LLC,6264 Lawn Point,Cantilan,8316,756-974-5538,12:21 PM,8:49 PM,5771,gimnasio,5/24/1981
STRONG MEMORIAL HOSPITAL,81186 Sloan Road,Yampil’,,736-238-1615,10:45 AM,1:30 PM,6743,piscina,7/27/1979
REEDSBURG AREA MEDICAL CENTER,2676 Saint Paul Lane,Tyoply Stan,391237,252-513-1438,6:41 PM,8:20 PM,7574,gimnasio,2/21/1956
KALISPELL REGIONAL MEDICAL CENTER INC,8315 Golf Course Point,Gongming,,921-778-2133,12:54 AM,10:56 PM,,gimnasio,8/21/1949
HOCKING VALLEY COMMUNITY HOSPITAL,9405 Southridge Circle,São Miguel do Guamá,68660-000,497-413-3708,3:03 AM,2:21 PM,1643,campo deportivo,10/4/1935
"WATERTOWN REGIONAL MEDICAL CENTER, INC",73369 Cordelia Trail,Calauan,4012,344-330-1899,11:00 PM,6:11 PM,4816,campo deportivo,1/20/1954
EL PASO COUNTY HOSPITAL DISTRICT,768 Melrose Way,Kaolinovo,9960,718-784-0610,10:31 PM,4:49 AM,7739,gimnasio,7/16/1995
"PAGE MEMORIAL HOSPITAL, INC.",4872 Rowland Court,A’ershan,,160-738-8409,11:55 AM,7:42 PM,7924,piscina,5/3/1985
"DESERT REGIONAL MEDICAL CENTER, INC.",95 Graedel Circle,Shentang,,320-975-4433,11:56 PM,8:44 PM,3394,piscina,1/23/1914
BLESSING MEDICAL CENTER,4 Mcguire Place,Shangyi,,967-165-0984,4:36 PM,2:38 AM,4107,piscina,12/19/1902
YORK HOSPITAL,2062 International Circle,Geshan,,662-913-0159,4:42 PM,9:10 PM,1256,gimnasio,2/19/1941
NEW YORK UNIVERSITY MEDICAL CENTER,48 Rowland Drive,Camperdown,7646,477-754-2454,8:38 PM,3:58 AM,7360,campo deportivo,3/18/1979
"LITTLE COMPANY OF MARY HOSPITAL OF INDIANA, INC",876 American Pass,Agalteca,,479-894-9442,3:50 AM,7:31 PM,2492,gimnasio,12/16/2001
MERCY MEDICAL CENTER - NEWTON,924 Pearson Point,Herrljunga,524 24,932-792-1389,10:43 PM,4:37 AM,3997,piscina,5/1/1943
ASPIRE PAIN MEDICAL CENTER INC,2839 Stuart Road,Jianjun,,984-350-6401,9:31 AM,9:25 AM,8101,campo deportivo,8/21/1932
KELLER ARMY COMMUNITY HOSPITAL,70821 Nevada Point,Nurlat,446849,275-145-8490,9:27 PM,2:23 AM,6569,piscina,5/23/1992
SUMMIT MEDICAL CENTER LABORATORY,48765 Evergreen Pass,Agbani,,164-543-0428,9:13 AM,11:42 AM,,campo deportivo,10/6/1965
GUNNISON VALLEY HOSPITAL,0 Spohn Lane,Kamālia,57351,875-285-3323,6:52 PM,1:55 PM,1005,piscina,5/5/1997
SIBLEY FAMILY MEDICAL CENTER SC,79482 Moland Hill,Phu Kradueng,42180,770-689-5062,1:22 PM,7:07 PM,8298,gimnasio,10/30/1998
"GOOD HOPE HOSPITAL, INC.",0830 Talmadge Hill,Sidem,,805-901-8810,9:46 PM,9:10 PM,8048,campo deportivo,9/1/1910
"ALTA NEWPORT HOSPITAL, LLC",6288 Burrows Plaza,Ubajami,,897-745-0396,9:10 PM,10:52 PM,1203,gimnasio,3/1/1943
M CARE MEDICAL CENTER INC.,09 Westridge Trail,Gardutanjak,,655-996-9481,1:03 PM,9:56 PM,7518,gimnasio,4/5/1957
WENATCHEE VALLEY HOSPITAL,7093 Shasta Street,Purorejo,,109-882-8883,5:37 PM,6:51 AM,4834,piscina,6/22/1992
STILLWATER MEDICAL CENTER PHYSICIANS,4363 Karstens Pass,Velikooktyabr’skiy,172715,832-526-3304,6:21 PM,4:06 AM,7186,campo deportivo,2/27/1939
HALE COUNTY HOSPITAL,6 Amoth Alley,Medveđa,,966-907-1112,4:06 PM,7:50 PM,5043,gimnasio,
ST JOHNS REGIONAL MEDICAL CENTER,27053 Delaware Plaza,Osan,,963-953-3729,3:43 AM,12:47 PM,9526,gimnasio,8/3/1984
TEXAS HEALTH HARRIS METHODIST HOSPITAL FORT WORTH,04345 Lillian Avenue,Piła,64-970,474-951-8468,6:31 PM,11:40 AM,9294,piscina,7/15/2018
OUR LADY OF MERCY MEDICAL CENTER,30 Eagle Crest Road,Narita,993-0075,573-444-5635,4:31 AM,10:41 AM,8147,campo deportivo,1/15/1915
"DUNCAN REGIONAL HOSPITAL,INC.",0 Mosinee Court,Llazicë,,195-980-8590,8:21 PM,12:33 AM,9501,campo deportivo,3/17/2014
GEISINGER BLOOMSBURG HOSPITAL,941 Declaration Crossing,Vantaa,01770,798-237-8097,10:47 PM,2:09 AM,,campo deportivo,9/25/1948
SKAGGS COMMUNITY HOSPITAL ASSOCIATION,42 Onsgard Street,Pospelikha,659700,908-965-3299,8:11 AM,11:19 AM,463,gimnasio,3/31/1937
"KINDRED HOSPITALS EAST, LLC",730 Maywood Plaza,Benito Juarez,31540,797-188-6131,7:53 PM,11:37 PM,4224,piscina,2/24/1921
MOREHOUSE GENERAL HOSPITAL,039 Farragut Drive,Xishiqiao,,595-668-1333,4:41 AM,3:45 PM,6712,campo deportivo,8/29/1936
SULLIVAN COUNTY MEMORIAL HOSPITAL,2914 Westridge Circle,Fažana,52212,293-287-2152,3:55 PM,11:01 PM,8015,gimnasio,10/22/1926
"DEACONESS HOSPITAL, INC",493 Springview Street,Bystryanka,659555,988-805-5110,8:13 PM,6:43 AM,74,campo deportivo,11/11/1992
ORCHARD MEDICAL CENTER SC,449 Melby Crossing,Shanglu,,809-455-6232,8:17 AM,5:16 PM,7843,piscina,12/31/1942
PENNOCK HOSPITAL,3035 Victoria Place,Paris 18,75863 CEDEX 18,892-511-1969,8:44 AM,7:22 PM,504,piscina,1/22/1942
CHG CORNERSTONE HOSPITAL OF AUSTIN,550 Spenser Court,Hưng Yên,,337-927-5607,9:40 PM,11:34 AM,7243,gimnasio,8/10/1966
AHS HOSPITAL CORP,8 Twin Pines Terrace,Couto,4750-417,467-513-4552,7:31 PM,3:37 AM,365,gimnasio,10/30/2012
HOSPITAL SANTA ROSA INC,790 Carioca Avenue,Kostarea Satu,,348-587-5262,3:31 PM,4:17 PM,295,campo deportivo,3/16/2010
SOUTHWEST MISSISSIPPI REGIONAL MEDICAL CENTER,651 Meadow Valley Junction,Sidaurip,,811-822-7090,2:21 AM,7:01 PM,1435,campo deportivo,10/4/1961
BOLLINGER CANYON ANIMAL HOSPITAL INC.,1 Ridgeview Court,Chakari,,687-435-5054,2:18 AM,6:06 AM,9133,piscina,6/9/1961
TRIUMPH HOSPITAL OF SW HOUSTON LP,2 Northland Lane,Hitoyoshi,868-0825,315-636-0102,11:42 PM,11:41 PM,7373,campo deportivo,9/3/1910
MERCY HOSPITAL SPRINGFIELD,36451 Evergreen Parkway,Bonnyville,T9N,146-622-4359,1:03 AM,11:56 AM,4502,campo deportivo,1/17/1936
"SHAWNEE MISSION MEDICAL CENTER, INC.",86 Vera Plaza,Shatoujiao,,821-338-2966,3:30 PM,6:05 PM,244,campo deportivo,5/21/1933
"CRITTENDEN HOSPITAL ASSOCIATION, INC",68 Portage Junction,Lunsar,,242-822-9446,6:54 AM,12:00 AM,1414,gimnasio,5/2/1963
CARRUS LAKESIDE HOSPITAL LLC,78514 Caliangt Alley,Eyvān,,697-656-5361,5:19 AM,9:37 AM,9292,gimnasio,11/13/1995
MIDDLESEX HOSPITAL DBA MIDDLESEX HOSPITAL PHYSICIAN SERVICES -PMA,668 Cherokee Drive,Puerto Guzmán,861088,324-304-8892,5:57 AM,3:05 PM,8438,campo deportivo,3/9/2014
"ROGERS MEMORIAL HOSPITAL, INC.",56648 Loomis Junction,Pindi Gheb,43260,758-262-7315,12:34 PM,5:15 PM,537,gimnasio,3/11/1945
PIKE COUNTY MEMORIAL HOSPITAL,347 Sunfield Point,Novyy Karachay,369228,313-931-2583,7:23 AM,11:57 AM,9563,campo deportivo,12/11/2020
UAMS MEDICAL CENTER,3411 Waxwing Circle,Jinniu,,946-328-8578,6:56 AM,12:02 AM,2003,gimnasio,6/20/1984
BRYAN MEDICAL CENTER,30983 Meadow Vale Hill,Íasmos,,800-578-7408,4:14 AM,4:23 AM,1088,campo deportivo,11/19/2013
"STEWARD HOLY FAMILY HOSPITAL, INC",826 Jana Parkway,Zachepylivka,,135-786-6690,12:09 AM,7:15 PM,2044,piscina,6/10/1959
LUCILE SALTER PACKARD CHILDREN'S HOSPITAL AT STANFORD,416 Meadow Ridge Junction,Luoxiong,,844-337-1278,12:55 AM,3:52 PM,5679,piscina,1/5/1993
UNION MEMORIAL HOSPITAL,1 Carioca Place,Raofeng,,748-144-6378,8:46 AM,11:04 AM,7015,piscina,5/21/1960
ST VINCENT'S HOSPITAL CATHOLIC MEDICAL CENTERS,29397 Eagle Crest Point,Etten-Leur,4874,672-348-4362,3:11 AM,11:47 AM,656,gimnasio,11/21/1995
NORTH COLORADO MEDICAL CENTER,17277 Meadow Ridge Court,El Cerrito,48203,589-318-9728,1:27 PM,7:56 PM,2336,gimnasio,7/8/1993
PIPESTONE COUNTY MEDICAL CENTER,91 Hoffman Circle,Naguanagua,,414-363-6941,5:36 PM,4:10 PM,7686,piscina,5/24/1962
HARBOR-UCLA MEDICAL CENTER,07772 Redwing Drive,Garies,8223,812-844-9891,9:24 PM,8:30 AM,1740,piscina,12/17/2002
VALLEY CHILDREN'S HOSPITAL,824 Harper Trail,Kaiyuan,,762-292-0849,12:45 AM,12:59 PM,4940,piscina,11/7/1982
VETERANS ADMINISTRATION MEDICAL CENTER,,Al ‘Ayzarīyah,,714-244-4172,9:28 AM,8:06 AM,180,piscina,10/25/1904
MONMOUTH MEDICAL CENTER,879 Stone Corner Place,Mayisad,,741-227-8388,6:18 PM,8:29 AM,5286,campo deportivo,6/4/1986
MIDDLESEX HOSPITAL,97 Walton Plaza,Bryansk,241904,656-517-3378,10:46 AM,4:30 PM,543,campo deportivo,1/4/1950
MALUHIA HOSPITAL,508 Anzinger Alley,Al Masallamiyya,,972-387-3430,2:15 PM,3:12 AM,1872,piscina,3/7/1994
JOHNSON MEDICAL CENTER,6 Del Mar Road,Nusajaya,79503,719-821-9609,11:56 AM,8:35 AM,4818,gimnasio,
TOTAL CARE MEDICAL CENTERS LLC,06 Moland Point,Madalum,9315,904-705-4405,4:13 AM,12:37 PM,9846,gimnasio,5/17/1951
"REGENCY HOSPITAL OF JACKSON, LLC",2557 Artisan Trail,Gaotang,,532-928-5542,10:07 PM,7:37 AM,7623,piscina,5/12/1957
"DUNCAN REGIONAL HOSPITAL, INC.",,Mengeš,1234,875-226-5330,5:08 PM,7:46 AM,6644,piscina,11/18/1925
NORTH BROWARD HOSPITAL DISTRICT,0019 Buena Vista Alley,Tsaghkadzor,,893-789-3214,9:00 PM,8:19 PM,7153,piscina,7/10/1907
"BOA VIDA HOSPITAL OF ABERDEEN, MS LLC",18 Hoard Junction,Ciputih,,276-373-6930,1:35 AM,9:02 PM,7001,piscina,1/21/1906
MASSACHUSETTS GENERAL HOSPITAL PHYSICIANS ORGANIZATION,03 Rieder Drive,Correntina,47650-000,898-392-2068,9:54 PM,5:18 PM,6501,gimnasio,2/21/1990
"PSYCHIATRIC HOSPITAL GROUP, PLLC",7 Laurel Plaza,Yantal’,679005,853-950-0628,9:17 AM,10:29 AM,5651,gimnasio,6/13/1905
COBRE VALLEY REGIONAL MEDICAL CENTER,4 Longview Center,Quito,,983-293-0160,3:21 PM,1:21 PM,2507,gimnasio,2/2/1997
BRADLEY COUNTY MEDICAL CENTER,5818 Jana Park,Tongxing,,860-924-0420,5:39 PM,6:11 PM,874,piscina,11/19/2003
"CHG CORNERSTONE HOSPITAL OF CENTRAL TEXAS, L.P.",1 Kennedy Point,Aix-en-Provence,13792 CEDEX 3,138-529-2495,9:13 PM,5:03 AM,8049,piscina,8/28/2002
"PARKRIDGE MEDICAL CENTER, INC.",11 Anzinger Trail,Micoud,,927-195-9256,4:47 AM,4:50 PM,8615,piscina,3/3/1927
JACOBSON MEMORIAL HOSPITAL CARE CENTER,2363 Towne Place,Swellendam,6743,391-935-7131,12:34 AM,9:23 AM,7482,piscina,8/9/2011
GOOD SAMARITAN HOSPITAL OF SUFFERN,57264 Trailsway Way,Chřibská,407 44,433-544-5708,7:39 AM,4:23 AM,2827,gimnasio,5/4/1933
